frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
381,  0,  20.922,  0.98,  1, 0.06, 0.00, 1.69, 0.25, 0.00, 0.12, 0.00, 0.50, 0.01, 0.07, 0.01, 0.72, 0.00, 0.16, 0.31, 1.34, 0.05, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
382,  0,  21.006,  0.98,  1, 0.08, 0.00, 1.75, 0.23, 0.00, 0.04, 0.00, 0.48, 0.01, 0.05, 0.00, 0.83, 0.00, 0.08, 0.33, 1.37, 0.11, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
383,  0,  21.030,  0.98,  1, 0.16, 0.00, 1.88, 0.25, 0.00, 0.00, 0.00, 0.48, 0.00, 0.00, 0.04, 0.89, 0.00, 0.00, 0.41, 1.30, 0.11, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
384,  0,  21.104,  0.93,  1, 0.17, 0.00, 1.94, 0.16, 0.01, 0.02, 0.00, 0.55, 0.00, 0.00, 0.06, 0.83, 0.00, 0.00, 0.47, 1.24, 0.07, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
385,  0,  21.128,  0.93,  1, 0.25, 0.00, 1.92, 0.24, 0.01, 0.02, 0.00, 0.62, 0.00, 0.00, 0.06, 0.54, 0.00, 0.00, 0.67, 1.01, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
386,  0,  21.199,  0.93,  1, 0.28, 0.00, 1.82, 0.35, 0.01, 0.02, 0.00, 0.64, 0.00, 0.00, 0.02, 0.32, 0.00, 0.00, 0.74, 0.72, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
387,  0,  21.242,  0.93,  1, 0.34, 0.00, 1.75, 0.37, 0.00, 0.00, 0.00, 0.72, 0.00, 0.00, 0.00, 0.12, 0.00, 0.00, 0.83, 0.43, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
388,  0,  21.294,  0.98,  1, 0.30, 0.00, 1.76, 0.35, 0.00, 0.00, 0.00, 0.73, 0.00, 0.00, 0.00, 0.14, 0.00, 0.00, 0.87, 0.39, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
389,  0,  21.318,  0.98,  1, 0.27, 0.00, 1.79, 0.21, 0.00, 0.00, 0.00, 0.70, 0.00, 0.00, 0.00, 0.22, 0.00, 0.00, 0.88, 0.60, 0.11, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
390,  0,  21.406,  0.98,  1, 0.25, 0.00, 1.78, 0.18, 0.00, 0.00, 0.00, 0.62, 0.00, 0.00, 0.00, 0.23, 0.00, 0.00, 0.89, 0.82, 0.23, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
391,  0,  21.431,  0.98,  1, 0.19, 0.00, 1.77, 0.09, 0.00, 0.00, 0.00, 0.47, 0.00, 0.00, 0.00, 0.24, 0.00, 0.00, 0.88, 0.96, 0.40, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
